"","id","text","queryMetadata.query","created_at","user.screen_name","longitude","latitude","state","city"
"276",1086877147539492864,"Also, death by measles is easily preventable by going on a vitamin A regimen. Influenza only causes death if you become dehydrated. Barring rare cases of extremely weak immune systems, better sick care education would solve the problem.","influenza","2019-01-20T01:44:39Z","CooperRaeForest",-149.1127777,61.5997222,"Alaska","Palmer"
"277",1086875858948677632,"Tell that to the people getting measles... from the vaccine; the people getting influenza... from the vaccine; kids getting the disease while they’re supposedly immunized. This stuff doesn’t work as well as it’s supposed to, and it shows.","influenza","2019-01-20T01:39:32Z","CooperRaeForest",-149.1127777,61.5997222,"Alaska","Palmer"
"278",1086868601456467968,"http://www.cmaj.ca/content/186/4/E157.long … This study and others have shown an association between maternal influenza vaccination and improved neonatal outcomes, which supports stronger initiatives to promote vaccination during pregnancy.","influenza","2019-01-20T01:10:42Z","kidoctr",-97.8783911,36.3955891,"Oklahoma","Enid"
"279",1086868555394621440,"http://www.bmj.com/content/346/bmj.f393.long … This large study using primary data collection found that MF59 adjuvanted A/H1N1 influenza vaccine did not result in an increased risk of adverse perinatal events and suggested a lower risk among vaccinated women.","influenza","2019-01-20T01:10:31Z","kidoctr",-97.8783911,36.3955891,"Oklahoma","Enid"
"280",1086868455364743168,"http://www.ncbi.nlm.nih.gov/pubmed/20630123  Influenza A/H1N1v in pregnancy: an investigation of the characteristics and management of affected women and the relationship to pregnancy outcomes for mother and infant.","influenza","2019-01-20T01:10:07Z","kidoctr",-97.8783911,36.3955891,"Oklahoma","Enid"
"281",1086860005750390784,"Influenza is not just inconvenient and uncomfortable - influenza can overcome and kill even healthy individuals. Not too late to get vaccinated. https://lnkd.in/gUuyD_D","influenza","2019-01-20T00:36:32Z","ImmunizeCa",-119.4179324,36.778261,"California","Fresno"
"282",1086858571227131904,"The same point holds for influenza, rotavirus, hepatitis A and HPV. All have
#
vaccines and are preventable.","influenza","2019-01-20T00:30:50Z","doritmi",-122.2913078,37.8271784,"California","Emeryville"
"283",1086857233013497856,"Just to explain,
@
ChrisJohnsonMD, since Dr. Hirschfield refuses to protect the children he serves with influenza
#
vaccines, he wants to convince himself that influenza does not kill healthy children, and hopes you will say something that reaffirms his (counter-evidence) belief.","influenza","2019-01-20T00:25:31Z","doritmi",-122.2913078,37.8271784,"California","Emeryville"
"286",1086853591602728960,"Mass vaccination for influenza a failed strategy, scientists admit... it simply doesn't reduce influenza-related hospital admissions at all http://www.naturalnews.com/2019-01-15-mass-vaccination-for-influenza-a-failed-strategy.html …","influenza","2019-01-20T00:11:03Z","LawrenceBland",-77.0368707,38.9071923,"District of Columbia","Washington"
"288",1086850450551230464,"Donald is not listening. They, TSA can shut it down. The
#
GOP has been tying the middle class and middle class aspirants in knots for most of the past 40 years. Now the wannabe autocrat stand in front, isn't it time to take a stand? CDC reports influenza is on the rise. https://twitter.com/SenatorCantwell/status/1086843259996069888 …","influenza","2019-01-19T23:58:34Z","gravityRox",-116.419389,34.9592083,"State Not Found","City Not Found"
"298",1086833243708682240,"How Scientists Use Statistical Deception to Fake Influenza Vaccine Effectiveness: https://vactruth.com/2018/08/10/how-scientists-use-deception/ …","influenza","2019-01-19T22:50:12Z","ElaineWilhelm2",-86.01335,39.9567548,"Indiana","Fishers"
"300",1086832068930134016,"As it happens, I spend hours at patients' bedsides when I'm working. On some occasions I've barely left a bedside for 10-12 hours. So you have no idea what happens in a PICU. But yes, for influenza, vaccination is clearly the best way to prevent or minimize disease.","influenza","2019-01-19T22:45:32Z","ChrisJohnsonMD",-105.937799,35.6869752,"New Mexico","Santa Fe"
"301",1086831480565837824,"we have known that bacterial infections follow influenza since the 1918 pandemic.","influenza","2019-01-19T22:43:11Z","kevinault",-94.6707917,38.9822282,"Kansas","Overland Park"
"303",1086830888611065856,"all i’ve had to eat in the past two days is tylenol and water & now that i’m finally a little bit hungry, everything tastes like garbage thanks, influenza!!","influenza","2019-01-19T22:40:50Z","cheyllie",-95.712891,37.09024,"Kansas","Jefferson"
"304",1086829428641013760,"#
Tcell Memory | REVIEW
#
Influenza A Virus (IAV) Memory T cell Dynamics in the
#
Lung during infection | Developmental requirements of IAV-specific lung Tissue-resident memory | Angela Pizzola Linda Wakin
@
TheDohertyInst
@
unimelb
@
J_Immunol https://buff.ly/2FO222Z pic.twitter.com/BDCWk9Z8Lx","influenza","2019-01-19T22:35:02Z","mmw_lmw",-117.2712717,32.8328112,"California","San Diego"
"307",1086827419405758464,"Right. Vaccinate against influenza.","influenza","2019-01-19T22:27:03Z","ChrisJohnsonMD",-105.937799,35.6869752,"New Mexico","Santa Fe"
